VA4200WZ-VA4200ZB Sinope Valve;;;;;VA4200ZB;;;;;;;;;;VA4200ZB;;;;;;;SmartThingsPublic/devicetypes/sinope-technologies/va4200wz-va4200zb-sinope-valve.src/va4200wz-va4200zb-sinope-valve.groovy
SW2500ZB Sinope Switch;;;;;SW2500ZB;;;;;;;;;;SW2500ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/sw2500zb-sinope-switch.src/sw2500zb-sinope-switch.groovy
TH1400ZB Sinope Thermostat;;;;;TH1400ZB;;;;;;;;;;Sinope TH1400ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1400zb-sinope-thermostat.src/th1400zb-sinope-thermostat.groovy
TH1500ZB Sinope Thermostat;;;;;TH1500ZB;;;;;;;;;;Sinope TH1500ZB Thermostat;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/th1500zb-sinope-thermostat.src/th1500zb-sinope-thermostat.groovy
RM3250ZB Sinope Load Controller;;;;;RM3250ZB;;;;;;;;;;RM3250ZB;;;;Sinope Technologies;;;SmartThingsPublic/devicetypes/sinope-technologies/rm3250zb-sinope-load-controller.src/rm3250zb-sinope-load-controller.groovy
Z-Wave Siren;;;;0003;0088;;;;;;;;;;NEO Coolcam Siren Alarm;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Siren;;;;0003;0088;;;;;;;;;;Dome Siren;;;021F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Siren;;;;000C;0001;;;;;;;;;;Utilitech Siren;;;0060;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Siren;;;;0003;1083;;;;;;;;;;Zipato Siren Alarm;;;0131;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Siren;;;;0003;1088;;;;;;;;;;NEO Coolcam Siren Alarm;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Siren;;;;6F01;0001;;;;;;;;;;Yale External Siren;;;0129;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Siren;;;;000C;0002;;;;;;;;;;Everspring Outdoor Solar Siren;;generic-siren-12;0060;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Siren;;;;0004;0002;;;;;;;;;;POPP Solar Outdoor Siren;;generic-siren-12;0154;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Siren;;;;2005;0518;;;;;;;;;;Vision Outdoor Siren;;;0109;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Siren;;;;0003;6088;;;;;;;;;;NEO Coolcam Siren Alarm;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-siren.src/zwave-siren.groovy
Z-Wave Motion/Light Sensor;;;;0003;0083;;;;;;;;;;Dome Motion/Light Sensor;;;021F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-light-sensor.src/zwave-motion-light-sensor.groovy
Z-Wave Motion/Light Sensor;;;;0003;008D;;;;;;;;;;NEO Coolcam Motion/Light Sensor;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-light-sensor.src/zwave-motion-light-sensor.groovy
Z-Wave Motion/Light Sensor;;;;0003;108D;;;;;;;;;;NEO Coolcam Motion/Light Sensor;;;0258;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-light-sensor.src/zwave-motion-light-sensor.groovy
ZigBee Dimmer with Motion Sensor;;;0104;;E13-N11;;;;0000, 0003, 0004, 0005, 0006, 0008, 0500, 0702, 0B05, FC01;0019;;;;;Sengled Smart LED with Motion Sensor PAR38 Bulb;;;;sengled;;;SmartThingsPublic/devicetypes/smartthings/zigbee-dimmer-with-motion-sensor.src/zigbee-dimmer-with-motion-sensor.groovy
Eaton Anyplace Switch;;;;4243;0000;;;;;;;;;;Eaton Anyplace Switch;;;001A;;;;SmartThingsPublic/devicetypes/smartthings/eaton-anyplace-switch.src/eaton-anyplace-switch.groovy
Aeon Multisensor 6;;;;0102;0064;;;;;;;;;;Aeotec MultiSensor 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/aeon-multisensor-6.src/aeon-multisensor-6.groovy
Aeon Multisensor 6;;;;0202;0064;;;;;;;;;;Aeotec MultiSensor 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/aeon-multisensor-6.src/aeon-multisensor-6.groovy
SmartSense Multi Sensor;;;;;3321-S;;;;0000,0001,0003,0402,0500,0020,0B05,FC02;0019;;;;;Multipurpose Sensor;;;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/smartsense-multi-sensor.src/smartsense-multi-sensor.groovy
SmartSense Multi Sensor;;;;;multiv4;;;;0000,0001,0003,000F,0020,0402,0500,FC02;0019;;;;;Multipurpose Sensor;;;;SmartThings;;;SmartThingsPublic/devicetypes/smartthings/smartsense-multi-sensor.src/smartsense-multi-sensor.groovy
SmartSense Multi Sensor;;;;;multi;;;;0000,0001,0003,0020,0402,0500,FC02;0019;;;;;Multipurpose Sensor;;;;Samjin;;;SmartThingsPublic/devicetypes/smartthings/smartsense-multi-sensor.src/smartsense-multi-sensor.groovy
ZLL White Color Temperature Bulb;;;C05E;;;;0220;;0006, 0008, 0300;;;;;;Generic Color Temperature Light;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;ZLL-ColorTemperature;;0220;;;;;;;;Eria Color temperature light;;;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;SmartThings;C05E;;ZLL-ColorTemperature;;0220;;0000, 0003, 0004, 0005, 0006, 0008, 0300, FFFF, 0019;0019;;;;;Eria ZLL Color Temperature Bulb;;generic-color-temperature-bulb-2200K-6500K;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;SmartThings;C05E;;FLOALT panel WS 30x30;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA FLOALT Panel;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;SmartThings;C05E;;SURTE door WS 38x64;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA SURTE Panel;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;SmartThings;C05E;;JORMLIEN door WS 40x80;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 0B05, 1000;0005, 0019, 0020, 1000;;;;;IKEA JORMLIEN Panel;;generic-color-temperature-bulb-2200K-4000K;;IKEA of Sweden;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000, 0B04, FC0F;0019;;;;;OSRAM SMART+ LED Classic A60 Tunable White;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000, FC0F;0019;;;;;OSRAM SMART+ LED PAR16 50 Tunable White;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;Classic B40 TW - LIGHTIFY;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000, 0B04, FC0F;0019;;;;;OSRAM SMART+ Classic B40 Tunable White;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;CLA60 TW OSRAM;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000, FC0F;0019;;;;;OSRAM SMART+ LED Classic A60 Tunable White;;;;OSRAM;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;LTW001;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;Philips Hue White Ambiance A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;LTW004;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;Philips Hue White Ambiance A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;LTW010;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;Philips Hue White Ambiance A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;LTW011;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;Philips Hue White Ambiance BR30;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;LTW012;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;Philips Hue White Ambiance Candle;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;LTW013;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;Philips Hue White Ambiance Spot;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;LTW014;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;Philips Hue White Ambiance Spot;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;LTW015;;;;0000, 0003, 0004, 0005, 0006, 0008, 0300, 1000;0019;;;;;Philips Hue White Ambiance A19;;;;Philips;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
ZLL White Color Temperature Bulb;;;C05E;;BBB65L-HY;;;;;;;;;;XLSmart E27 Light Bulb;;;;Ubec;;;SmartThingsPublic/devicetypes/smartthings/zll-white-color-temperature-bulb.src/zll-white-color-temperature-bulb.groovy
SmartSense Moisture;;;;0053;0216;;;;;;;;;;FortrezZ Moisture Sensor;;;0084;;;;SmartThingsPublic/devicetypes/smartthings/smartsense-moisture.src/smartsense-moisture.groovy
Z-Wave Metering Dimmer;;;;0003;001B;;;;;;;;;;Aeotec Micro Smart Dimmer 2E;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-dimmer.src/zwave-metering-dimmer.groovy
Z-Wave Metering Dimmer;;;;0103;0063;;;;;;;;;;Aeotec Smart Dimmer 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-dimmer.src/zwave-metering-dimmer.groovy
Z-Wave Metering Dimmer;;;;0003;0063;;;;;;;;;;Aeotec Smart Dimmer 6;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-dimmer.src/zwave-metering-dimmer.groovy
Z-Wave Metering Dimmer;;;;0103;006F;;;;;;;;;;Aeotec Nano Dimmer;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-dimmer.src/zwave-metering-dimmer.groovy
Z-Wave Metering Dimmer;;;;0003;006F;;;;;;;;;;Aeotec Nano Dimmer;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-dimmer.src/zwave-metering-dimmer.groovy
Z-Wave Metering Dimmer;;;;0203;006F;;;;;;;;;;Aeotec Nano Dimmer;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-dimmer.src/zwave-metering-dimmer.groovy
Z-Wave Metering Dimmer;;;;5044;3533;;;;;;;;;;GoControl Plug-in Dimmer;;;014F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-dimmer.src/zwave-metering-dimmer.groovy
Z-Wave Metering Dimmer;;;;0001;0055;;;;;;;;;;Qubino Mini Dimmer ZMNHHD1;;;0159;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-dimmer.src/zwave-metering-dimmer.groovy
Z-Wave Basic Smoke Alarm;;;;0001;0001;;;;;;;;;;First Alert Smoke Detector;;;0138;;;;SmartThingsPublic/devicetypes/smartthings/zwave-basic-smoke-alarm.src/zwave-basic-smoke-alarm.groovy
Z-Wave Basic Smoke Alarm;;;;0001;0001;;;;;;;;;;FireAngel Thermoptek Smoke Alarm;;;026F ;;;;SmartThingsPublic/devicetypes/smartthings/zwave-basic-smoke-alarm.src/zwave-basic-smoke-alarm.groovy
Z-Wave Basic Smoke Alarm;;;;0002;001E;;;;;;;;;;Philio Smoke Alarm PSG01;;;013C;;;;SmartThingsPublic/devicetypes/smartthings/zwave-basic-smoke-alarm.src/zwave-basic-smoke-alarm.groovy
Z-Wave Basic Smoke Alarm;;;;0004;0010;;;;;;;;;;POPP 10Year Smoke Sensor;;;0154;;;;SmartThingsPublic/devicetypes/smartthings/zwave-basic-smoke-alarm.src/zwave-basic-smoke-alarm.groovy
Z-Wave Basic Smoke Alarm;;;;0100;0201;;;;;;;;;;POPP Smoke Detector with Siren;;;0154;;;;SmartThingsPublic/devicetypes/smartthings/zwave-basic-smoke-alarm.src/zwave-basic-smoke-alarm.groovy
Z-Wave Metering Switch Secure;;;;0501;0F06;;;;;;;;;;Fibaro Wall Plug ZW5;;;0072;;;;SmartThingsPublic/devicetypes/smartthings/zwave-metering-switch-secure.src/zwave-metering-switch-secure.groovy
Aeon Multisensor Gen5;;;;0102;004A;;;;;;;;;;Aeotec MultiSensor (Gen 5);;;0086;;;;SmartThingsPublic/devicetypes/smartthings/aeon-multisensor-gen5.src/aeon-multisensor-gen5.groovy
SmartPower Outlet;;;0104;;3200;;;;0000,0003,0004,0005,0006,0B04,0B05;0019;;;;;Outlet;;;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/smartpower-outlet.src/smartpower-outlet.groovy
SmartPower Outlet;;;0104;;3200-Sgb;;;;0000,0003,0004,0005,0006,0B04,0B05;0019;;;;;Outlet;;;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/smartpower-outlet.src/smartpower-outlet.groovy
SmartPower Outlet;;;0104;;4257050-RZHAC;;;;0000,0003,0004,0005,0006,0B04,0B05;0019;;;;;Outlet;;;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/smartpower-outlet.src/smartpower-outlet.groovy
SmartPower Outlet;;;0104;;outletv4;;;;0000, 0003, 0004, 0005, 0006, 000F, 0B04;0019;;;;;Outlet;;;;SmartThings;;;SmartThingsPublic/devicetypes/smartthings/smartpower-outlet.src/smartpower-outlet.groovy
SmartPower Outlet;;;0104;;outlet;;;;0000,0003,0006,0009,0B04;0019;;;;;Outlet;;;;Samjin;;;SmartThingsPublic/devicetypes/smartthings/smartpower-outlet.src/smartpower-outlet.groovy
SmartPower Outlet;;;0010;;SP 120;;;;0000 0003 0004 0005 0006 0008 0702 0B05;0019;;;;;Innr Smart Plug;;;;innr;;;SmartThingsPublic/devicetypes/smartthings/smartpower-outlet.src/smartpower-outlet.groovy
SmartPower Outlet;;;0104;;SmartPlug51AU;;;;0000,0002,0003,0004,0005,0006,0009,0B04,0702;0019,000A,0003,0406;;;;;Aurora SmartPlug;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/smartpower-outlet.src/smartpower-outlet.groovy
SmartPower Outlet;;;0104;;3210-L;;;;0000,0003,0004,0005,0006,0702,0B04,0B05,FC03;0019;;;;;Iris Smart Plug;;;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/smartpower-outlet.src/smartpower-outlet.groovy
Ozom Smart Siren;;;0104;;SRAC_00.00.00.16TC;;;;0000,0003,0500,0502;0000;;;;;Ozom Smart Siren;;;;ClimaxTechnology;;;SmartThingsPublic/devicetypes/smartthings/ozom-smart-siren.src/ozom-smart-siren.groovy
Ozom Smart Siren;;;0104;;WarningDevice;;;;0000,0001,0003,0004,0009,0500,0502;0003,0019;;;;;HEIMAN Smart Siren;;;;Heiman;;;SmartThingsPublic/devicetypes/smartthings/ozom-smart-siren.src/ozom-smart-siren.groovy
Z-Wave Switch Secure;;;;0003;008B;;;;;;;;;;Aeon Labs Nano Switch;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-secure.src/zwave-switch-secure.groovy
Z-Wave Switch Secure;;;;0103;008B;;;;;;;;;;Aeon Labs Nano Switch;;;0086;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-secure.src/zwave-switch-secure.groovy
Z-Wave Switch Secure;;;;A000;A001;;;;;;;;;;Zooz ZEN26 Switch;;;027A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-switch-secure.src/zwave-switch-secure.groovy
Philio Multiple Sound Siren;;;;0004;000A;;;;;;;;;;Philio Multiple Sound Siren PSE02;;;013C;;;;SmartThingsPublic/devicetypes/smartthings/philio-multiple-sound-siren.src/philio-multiple-sound-siren.groovy
Z-Wave Button;;;;0F01;1000;;;;;;;;;;Fibaro Button;;;010F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-button.src/zwave-button.groovy
Z-Wave Button;;;;0F01;2000;;;;;;;;;;Fibaro Button;;;010F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-button.src/zwave-button.groovy
Z-Wave Button;;;;0102;0004;;;;;;;;;;Aeotec NanoMote One;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/zwave-button.src/zwave-button.groovy
Z-Wave Button;;;;0002;0004;;;;;;;;;;Aeotec NanoMote One;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/zwave-button.src/zwave-button.groovy
SmartSense Open/Closed Sensor;;;;;3320-L;;;;0000,0001,0003,0020,0402,0500,0B05;0019;;;;;Iris Contact Sensor;;;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
SmartSense Open/Closed Sensor;;;;;3323-G;;;;0000,0001,0003,0020,0402,0500,0B05;0019;;;;;Centralite Micro Door Sensor;;;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
SmartSense Open/Closed Sensor;;;;;Contact Sensor-A;;;;0000,0001,0003,0020,0402,0500,0B05;0019;;;;;Sylvania SMART+ Contact and Temperature Smart Sensor;;;;CentraLite;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
SmartSense Open/Closed Sensor;;;;;MCT-340 E;;;;0000,0001,0003,0402,0500,0020,0B05;0019;;;;;Visonic Door/Window Sensor;;;;Visonic;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
SmartSense Open/Closed Sensor;;;;;4655BC0-R;;;;0000,0001,0003,0020,0402,0500,0B05;0019;;;;;Ecolink Door/Window Sensor;;;;Ecolink;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
SmartSense Open/Closed Sensor;;;;;1116-S;;;;0000,0001,0003,0020,0402,0500,0B05,FC01,FC02;0003,0019;;;;;Iris Contact Sensor;;;;iMagic by GreatStar;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
SmartSense Open/Closed Sensor;;;;;RFMS-ZBMS;;;;0000,0001,0003,0402,0500,0020,0B05;0019;;;;;Bosch multi-sensor;;;;Bosch;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
SmartSense Open/Closed Sensor;;;;;MS601/z1;;;;0000,0001,0003,0402,0500,0020,0B05;0019;;;;;INGENIUM ZB Magnetic ON/OFF Sensor;;;;Megaman;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
SmartSense Open/Closed Sensor;;SmartThings;;;CSW_ADUROLIGHT;;;;0000,0001,0003,0402,0500,0020,0B05;0019;;;;;ERIA Contact Sensor V2.1;;generic-contact-3;;AduroSmart Eria;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
SmartSense Open/Closed Sensor;;SmartThings;;;CSW_ADUROLIGHT;;;;0000,0001,0003,0402,0500,0020,0B05;0019;;;;;ERIA Contact Sensor V2.0;;generic-contact-3;;ADUROLIGHT;;;SmartThingsPublic/devicetypes/smartthings/smartsense-open-closed-sensor.src/smartsense-open-closed-sensor.groovy
Z-Wave Sound Sensor;;;;0005;000F;;;;;;;;;;Ecolink Firefighter;;;014A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-sound-sensor.src/zwave-sound-sensor.groovy
Aeon LED Bulb 6 Multi-White;;;;0103;0001;;;;;;;;;;Aeon LED Bulb 6 Multi-White;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/aeon-multiwhite-bulb.src/aeon-multiwhite-bulb.groovy
Aeon LED Bulb 6 Multi-White;;;;0003;0001;;;;;;;;;;Aeon LED Bulb 6 Multi-White;;;0371;;;;SmartThingsPublic/devicetypes/smartthings/aeon-multiwhite-bulb.src/aeon-multiwhite-bulb.groovy
Aeon LED Bulb 6 Multi-White;;;;0003;0004;;;;;;;;;;ilumin Tunable White;;;0300;;;;SmartThingsPublic/devicetypes/smartthings/aeon-multiwhite-bulb.src/aeon-multiwhite-bulb.groovy
Z-Wave Motion Sensor;;;;0001;0001;;;;;;;;;;Schlage Motion Sensor;;;011F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;0001;0001;;;;;;;;;;Ecolink Motion Sensor;;;014A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;0004;0001;;;;;;;;;;Ecolink Motion Sensor;;;014A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;0001;0002;;;;;;;;;;Everspring Motion Sensor;;;0060;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;0001;0003;;;;;;;;;;Everspring Motion Sensor;;;0060;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;0001;0005;;;;;;;;;;Everspring Motion Detector;;;0060;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;0001;0006;;;;;;;;;;Everspring Motion Detector;;;0060;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;0601;0901;;;;;;;;;;Enerwave Motion Sensor;;;011A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;4953;3133;;;;;;;;;;GE Portable Smart Motion Sensor;;;0063;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;0003;0002;;;;;;;;;;BeSense Motion Detector;;;0214;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;;;0001;0005;;;;;;;;;;Zooz Outdoor Motion Sensor;;;027A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Z-Wave Motion Sensor;;SmartThings;;0301;0012;;;;;;;;;;Zooz Motion Sensor;;generic-motion-2;027A;;;;SmartThingsPublic/devicetypes/smartthings/zwave-motion-sensor.src/zwave-motion-sensor.groovy
Zigbee Range Extender;;;0104;;;;;;0000, 0003, 0009, 0B05, 1000, FC7C;0019, 0020, 1000;;;;;TRÃDFRI Signal Repeater;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-range-extender.src/zigbee-range-extender.groovy
Zigbee Range Extender;;;0104;;;;;;0000, 0003;0019;;;;;Smartenit Range Extender;;;;;;;SmartThingsPublic/devicetypes/smartthings/zigbee-range-extender.src/zigbee-range-extender.groovy
Zigbee Range Extender;;;0104;;;;;;0000, 0003, DC00, FC01;;;;;;Range Extender;;;;Rooms Beautiful;;;SmartThingsPublic/devicetypes/smartthings/zigbee-range-extender.src/zigbee-range-extender.groovy
Z-Wave Lock Without Codes;;;;0009;0001;;;;;;;;;;Danalock V3 Smart Lock;;;010E;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock-without-codes.src/zwave-lock-without-codes.groovy
Z-Wave Lock Without Codes;;;;0003;0446;;;;;;;;;;Kwikset Convert Deadbolt Door Lock;;;0090;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock-without-codes.src/zwave-lock-without-codes.groovy
Z-Wave Lock Without Codes;;;;0001;0001;;;;;;;;;;August Smart Lock Pro;;;033F;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock-without-codes.src/zwave-lock-without-codes.groovy
Z-Wave Lock Without Codes;;;;0003;0001;;;;;;;;;;Alfred Smart Home Touchscreen Deadbolt;;;021D;;;;SmartThingsPublic/devicetypes/smartthings/zwave-lock-without-codes.src/zwave-lock-without-codes.groovy
ZigBee Accessory Dimmer;;;0104;;Remote50AU;;;;0000,1000,0003;0003,0004,0005,0006,0008,1000,0019;;;;;Aurora Wireless Wall Remote;;;;Aurora;;;SmartThingsPublic/devicetypes/smartthings/zigbee-accessory-dimmer.src/zigbee-accessory-dimmer.groovy
ZigBee Accessory Dimmer;;;0104;;ZBT-DIMController-D0800;;;;0000,1000,0003;0003,0004,0005,0006,0008,1000,0019;;;;;MÃ¼ller Licht Tint Mobile Switch;;;;LDS;;;SmartThingsPublic/devicetypes/smartthings/zigbee-accessory-dimmer.src/zigbee-accessory-dimmer.groovy
ZLL RGB Bulb;;;C05E;;;;0200;;0006, 0008, 0300;;;;;;Generic RGB Light;;;;;;;SmartThingsPublic/devicetypes/smartthings/zll-rgb-bulb.src/zll-rgb-bulb.groovy
